species	life form	individuals	samples	samples within range	sampling probability within range	degree cells	mean pairwise distance	minimum span	northern limit	southern limit	eastern limit	western limit	minimum MAT	maximum MAT	minimum MAP	maximum MAP	raw frequency	mean abundance	median abundance	top quartile abundance	maximum abundance	abundance within range	abundance per day	IUCN status	mass (g)	mass N	mass source	female mass	female mass N	male mass	male mass N	diet 1	diet 2	diet source	home range	female range	male range	daily range	daily movement	population density	home range habitat
Eriocnemis vestitus	bird	14	1			1			4.6	4.6	-73.7	-73.7	13.6	13.6	1861.0	1861.0	0.102941	0.102941	0.102941	0.102941	0.102941				4.54752680036083	2	species					nectarivore	invertivore	genus							
Eucometis penicillata	bird	62	15	72	0.1528	10	26.54	68.94	17.6	-20.8	-45.9	-89.1	20.5	27.000	1300.0	3035.0	0.011405	0.010189	0.011429	0.015015	0.018667	0.001484	0.017500	LC	27	1	species					invertivore	frugivore	species							
Eugenes fulgens	bird	14	3	30	0.0333	3	10.69	19.34	20.1	9.6	-81.7	-98.4	13.250	24.400	1107.0	2550.0	0.017370	0.010750	0.013889	0.024386	0.034884	0.000081	0.046875	LC	8.73097932651315	2	species														
Eugralla paradoxa	bird	13	1			1			-35.4	-35.4	-72.3	-72.3	13.35	13.35	481.0	481.0	0.005827	0.005827	0.005827	0.005827	0.005827		0.006019	LC	44	1	species														
Eupetomena macroura	bird	72	7	12	0.3333	6	11.54	31.53	-6.7	-21.8	-35.1	-56.9	19.5	25.000	1000.0	1875.0	0.028800	0.016537	0.011429	0.037519	0.445783	0.019387	0.015645	LC	9	1	species					nectarivore		species							
Eupherusa eximia	bird	1	1			1			17.1	17.1	-95.1	-95.1	28.4	28.4	1050.0	1050.0	0.010638	0.010638	0.010638	0.010638	0.010638		0.016667	LC	4.3	1	species					nectarivore		species							
Euphonia affinis	bird	13	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.003392	0.003392	0.003392	0.003392	0.003392			LC	10	1	species					invertivore	frugivore	species							
Euphonia chlorotica	bird	20	5	32	0.0625	5	19.78	48.20	-0.6	-27.2	-45.9	-71.0	18.800	26.100	1291.0	3500.0	0.004482	0.002693	0.001144	0.010050	0.023041	0.000220	0.000326	LC	11	1	species					frugivore		species							
Euphonia chrysopasta	bird	2	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.003125	0.003125	0.003125	0.003125	0.003125			LC	14	1	species					frugivore		species							
Euphonia fulvicrissa	bird	1	1			1			9.2	9.2	-79.7	-79.7	27.000	27.000	2750.0	2750.0	0.002445	0.002445	0.002445	0.002445	0.002445		0.006250	LC	11	1	species					omnivore		species							
Euphonia gouldi	bird	47	4	10	0.1000	2	6.67	7.81	16.5	10.4	-84.0	-89.1	26.000	26.25	3035.0	4260.0	0.022317	0.019144	0.022349	0.032401	0.033708	0.001453	0.015417	LC	14	1	species					frugivore		species							
Euphonia hirundinacea	bird	117	11	21	0.3333	7	4.02	15.41	18.5	10.3	-84.8	-92.7	18.500	26.85	1993.0	3500.0	0.017939	0.019619	0.016949	0.054582	0.088926	0.011312	0.055556	LC	14	1	species					invertivore	frugivore	species							
Euphonia laniirostris	bird	3	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.004687	0.004687	0.004687	0.004687	0.004687			LC	15	1	species					frugivore		species							
Euphonia luteicapilla	bird	3	1			1			10.3	10.3	-84.8	-84.8	18.500	18.500	2500.0	2500.0	0.005034	0.005034	0.005034	0.005034	0.005034			LC	13	1	species					frugivore		species							
Euphonia minuta	bird	3	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.004687	0.004687	0.004687	0.004687	0.004687			LC	10	1	species					invertivore		species							
Euphonia musica	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	14.6659469520383	2	species					frugivore		species							
Euphonia pectoralis	bird	4	1			1			-14.5	-14.5	-39.1	-39.1	24.000	24.000	2000.0	2000.0	0.017241	0.017241	0.017241	0.017241	0.017241		0.033333	LC	14.4	1	species					frugivore		species							
Euphonia rufiventris	bird	1	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.001563	0.001563	0.001563	0.001563	0.001563			LC	14	1	species					frugivore		species							
Euphonia trinitatis	bird	2	2	2	0.0000	2	2.95	3.15	10.7	10.5	-63.7	-66.9	23	27.300	430.0	750.0	0.001348	0.002713	0.005463	0.005463	0.010204	0.000000	0.005435	LC	11	1	species					frugivore		species							
Euphonia violacea	bird	5	3	3	0.3333	3	11.97	18.57	-6.8	-23.2	-35.1	-44.2	23.000	25.000	1700.0	2000.0	0.007463	0.007379	0.006897	0.007759	0.008621	0.004193	0.008489	LC	15	1	species					frugivore		species							
Euphonia xanthogaster	bird	7	4	28	0.0357	3	30.88	51.62	10.4	-14.5	-39.1	-76.2	15.500	25.6	876.0	3100.0	0.006897	0.007214	0.007561	0.016044	0.021277	0.000268	0.012987	LC	13	1	species					frugivore		species							
Euscarthamus meloryphus	bird	1	1			1			-23.8	-23.8	-56.3	-56.3	22.55	22.55	1291.0	1291.0	0.005025	0.005025	0.005025	0.005025	0.005025																				
Euscarthmus meloryphus	bird	50	5	41	0.0488	5	22.98	53.79	10.7	-22.9	-52.2	-79.0	21.000	27.300	430.0	1450.0	0.006300	0.002565	0.001739	0.003125	0.012801	0.002377	0.034091	LC	6.8	1	species					invertivore		species							
Euscarthmus rufomarginatus	bird	1	1			1			-15.6	-15.6	-47.6	-47.6	20.7	20.7	1552.0	1552.0	0.001266	0.001266	0.001266	0.001266	0.001266			NT	6	1	species					invertivore		genus							
Eutoxeres aquila	bird	1	1			1			10.4	10.4	-84.0	-84.0	26.000	26.000	4260.0	4260.0	0.001003	0.001003	0.001003	0.001003	0.001003		0.000833	LC	10.6	1	species					nectarivore		species							
Falco rufigularis	bird	2	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.000522	0.000522	0.000522	0.000522	0.000522			LC	130	1	species					carnivore		species							
Florisuga fusca	bird	5	4	7	0.2857	4	10.46	19.92	-7.7	-23.6	-35.4	-46.6	18.000	24.000	1400.0	2000.0	0.004163	0.004951	0.003879	0.014203	0.024096	0.000733	0.005272	LC								nectarivore		species							
Florisuga mellivora	bird	44	17	52	0.2500	11	19.67	67.68	17.2	-8.5	-50.0	-89.1	24.400	27.000	1631.0	4260.0	0.003311	0.003532	0.004202	0.005618	0.054422	0.001474	0.002335	LC	7.4	1	species					nectarivore		species							
Fluvicola pica	bird	1	1			1			10.4	10.4	-64.2	-64.2	26.35	26.35	436.0	436.0	0.000305	0.000305	0.000305	0.000305	0.000305		0.001263	LC	12.3	1	species														
Formicarius analis	bird	64	15	52	0.2308	9	16.98	58.71	18.5	-3.4	-54.9	-92.1	25.000	27.000	876.0	4260.0	0.006914	0.007136	0.009027	0.012662	0.021277	0.002507	0.005931	LC	62.2	1	species					invertivore		species							
Formicarius colma	bird	61	12	37	0.2162	11	18.26	75.84	7.8	-22.5	-39.1	-76.2	24.000	26.700	1631.0	3500.0	0.010242	0.009315	0.010019	0.013455	0.019685	0.003824	0.010578	LC	47	1	species					invertivore		species							
Formicivora grisea	bird	196	8	18	0.2778	4	17.64	36.84	10.7	-7.0	-35.0	-66.9	23	27.300	430.0	1875.0	0.036418	0.030247	0.031034	0.052566	0.082707	0.015794	0.097030	LC	10.3697282938952	3	species					invertivore		species							
Formicivora rufa	bird	6	3	1	0.0000	3	4.31	8.15	-19.6	-23.8	-52.2	-56.9	21.000	22.55	1000.0	1291.0	0.002842	0.004538	0.010050	0.013047	0.016043	0.005025	0.024194	LC	10.8	1	species					invertivore		species							
Frederickena viridis	bird	10	3			3	8.98	17.54	7.8	-2.4	-52.6	-61.1	26.000	26.700	1631.0	2500.0	0.002918	0.003801	0.004777	0.005198	0.005618		0.003064	LC	76	1	species					invertivore		species							
Furnarius leucopus	bird	15	4	13	0.1538	4	20.68	35.37	-4.3	-17.0	-45.9	-79.0	22.500	26.100	1442.0	1951.0	0.005005	0.004439	0.005740	0.021779	0.033613	0.001118	0.002306	LC	54.8	1	species					invertivore		species							
Furnarius rufus	bird	29	4	9	0.1111	3	7.91	15.02	-17.0	-23.8	-45.9	-56.9	22.500	22.55	1000.0	1442.0	0.023927	0.020172	0.039140	0.061207	0.074286	0.005743	0.088710	LC	46.4289371246485	3	species					invertivore		species							
Galbula albirostris	bird	44	7	11	0.2727	6	9.53	26.68	7.8	-2.6	-59.7	-76.2	24.000	26.700	1631.0	3500.0	0.008779	0.005149	0.004777	0.005148	0.013508	0.007803	0.003745	LC	22.1	1	species					invertivore		species							
Galbula cyanicollis	bird	8	2			2	5.09	4.93	-3.0	-3.4	-50.0	-54.9	25.05	25.05	1920.0	1920.0	0.005047	0.005377	0.005413	0.005413	0.006042		0.004608	LC								invertivore		species							
Galbula ruficauda	bird	98	16	78	0.1667	13	22.48	99.10	18.5	-19.6	-35.1	-92.1	20.7	27.300	430.0	2168.0	0.011573	0.011860	0.015109	0.028077	0.105263	0.002661	0.029640	LC	26.5	1	species					invertivore		species							
Geothlypis aequinoctialis	bird	17	3	13	0.0000	3	14.71	22.58	-14.7	-23.8	-46.6	-66.8	19.5	22.55	1291.0	1500.0	0.020311	0.016686	0.019569	0.033407	0.047244	0.002445	0.039506	LC	13.1	1	species					invertivore		species							
Geothlypis formosa	bird	49	5	7	0.2857	5	4.76	12.01	20.4	10.3	-84.8	-88.5	18.500	26.700	1505.0	3500.0	0.006861	0.010259	0.007619	0.011299	0.087379	0.003558	0.023148									invertivore		genus							
Geothlypis philadelphia	bird	5	1			1			15.8	15.8	-88.5	-88.5	26.600	26.600	3500.0	3500.0	0.001304	0.001304	0.001304	0.001304	0.001304											invertivore		genus							
Geothlypis poliocephala	bird	4	3	5	0.2000	3	3.72	6.87	15.8	10.3	-84.8	-88.5	18.500	26.600	2274.0	3500.0	0.000851	0.001408	0.002088	0.003608	0.005128	0.001243		LC	14.6	1	species					invertivore		species							
Geothlypis trichas	bird	79	5	17	0.1176	5	5.24	13.38	20.4	14.3	-86.9	-94.9	25.000	26.600	1505.0	3500.0	0.011508	0.017581	0.031250	0.062016	0.063025	0.008249	0.009615	LC	9.65962600017735	3	species					invertivore		species							
Geotrygon chiriquensis	bird	2	2	2	0.0000	1		0.05	10.3	10.3	-84.8	-84.8	18.500	18.500	2500.0	2500.0	0.001860	0.001872	0.001883	0.001883	0.002088	0.000000			308	1	species					frugivore	granivore	genus							
Geotrygon linearis	bird	4	2			1		0.07	10.4	10.4	-67.6	-67.7	15.500	25.6	876.0	1700.0	0.009592	0.015166	0.023979	0.023979	0.042553		0.013333		261	1	species					frugivore	granivore	genus							
Geotrygon montana	bird	142	23	84	0.2262	19	22.14	124.96	17.6	-23.2	-35.1	-95.1	23.000	28.4	1050.0	4260.0	0.010720	0.010144	0.011164	0.019304	0.035971	0.003646	0.008144	LC	133.866131994887	3	species					frugivore		species							
Geotrygon veraguensis	bird	6	1			1			10.4	10.4	-84.0	-84.0	26.000	26.000	4260.0	4260.0	0.009419	0.009419	0.009419	0.009419	0.009419		0.005000		155	1	species					frugivore		species							
Geotrygon violacea	bird	4	4	47	0.0213	4	29.00	57.81	9.2	-23.6	-39.1	-79.7	18.000	27.000	1400.0	2750.0	0.002131	0.002293	0.002061	0.003378	0.004310	0.000051	0.007143	LC	95.2	1	species					granivore		species							
Glaucidium brasilianum	bird	42	8	79	0.0633	7	31.53	65.59	18.5	-22.9	-45.9	-92.1	21.000	26.700	1000.0	3500.0	0.005873	0.007603	0.006685	0.012412	0.026667	0.000975	0.007659	LC	64.3	1	species					carnivore	invertivore	species							
Glaucidium gnoma	bird	1	1			1			20.1	20.1	-98.4	-98.4	16.85	16.85	1107.0	1107.0	0.002907	0.002907	0.002907	0.002907	0.002907		0.003906	LC	57.8286639993433	3	species					carnivore	invertivore	genus							
Glaucidium hardyi	bird	1	1			1			-3.0	-3.0	-50.0	-50.0					0.003021	0.003021	0.003021	0.003021	0.003021		0.005000	LC	58.3	1	species					invertivore		species							
Glaucidium minutissimum	bird	4	2	35	0.0000	2	42.74	41.91	9.2	-22.9	-52.2	-79.7	21.000	27.000	1200.0	2750.0	0.001874	0.002062	0.002092	0.002092	0.002445	0.000000	0.006250	LC	50	1	species					carnivore		species							
Glaucidium nanum	bird	21	1			1			-35.4	-35.4	-72.3	-72.3	13.35	13.35	481.0	481.0	0.009413	0.009413	0.009413	0.009413	0.009413		0.009722		66.9	1	species					carnivore		species							
Glaucidium peruanum	bird	4	2			2	3.00	3.12	-4.3	-7.4	-78.8	-79.0	15.45	15.45	895.0	895.0	0.002690	0.002387	0.002517	0.002517	0.003315		0.009174	LC	60.4	1	species					carnivore	invertivore	genus							
Glaucis aenea	bird	17	4			2	3.16	3.70	13.7	10.4	-84.0	-85.8	24.400	26.000	2274.0	4260.0	0.007823	0.007748	0.006659	0.011342	0.015385		0.005000									nectarivore	invertivore	species							
Glaucis dohrnii	bird	7	1			1			-14.5	-14.5	-39.1	-39.1	24.000	24.000	2000.0	2000.0	0.030172	0.030172	0.030172	0.030172	0.030172		0.058333	EN	5.8	1	species					nectarivore	invertivore	genus							
Glaucis hirsutus	bird	112	17	37	0.3514	14	20.86	91.91	10.4	-14.5	-35.0	-79.6	15.500	27.000	436.0	2475.0	0.010218	0.012098	0.012500	0.022472	0.272727	0.007217	0.007657	LC	6.76607963501145	3	species					nectarivore		species							
Glyphorhynchus spirurus	bird	313	13	37	0.2973	6	9.84	29.03	18.5	-0.6	-71.0	-92.1	18.500	26.25	2168.0	4260.0	0.059574	0.024805	0.038929	0.071429	0.183673	0.021591	0.078388									invertivore		species							
Glyphorynchus spirurus	bird	648	18	58	0.2759	15	19.94	95.75	17.6	-14.5	-39.1	-88.7	24.000	27.000	1450.0	3100.0	0.067996	0.045108	0.067225	0.085688	0.150273	0.020728	0.062519	LC	14.6	1	species					invertivore		species							
Gnorimopsar chopi	bird	14	4	9	0.1111	4	9.08	21.09	-10.2	-23.8	-45.9	-56.3	19.5	24.000	1291.0	1500.0	0.009272	0.009243	0.009227	0.015921	0.020101	0.001758	0.016713	LC	65.9	1	species					granivore		species							
Grallaria andicolus	bird	2	1			1			-14.1	-14.1	-73.0	-73.0	11.7	11.7	677.0	677.0	0.014085	0.014085	0.014085	0.014085	0.014085			LC								invertivore		genus							
Grallaria guatemalensis	bird	1	1			1			15.3	15.3	-92.7	-92.7	26.85	26.85	1993.0	1993.0	0.005917	0.005917	0.005917	0.005917	0.005917		0.020833									invertivore		species							
Grallaria perspicillata	bird	3	1			1			9.2	9.2	-79.7	-79.7	27.000	27.000	2600.0	2600.0	0.007143	0.007143	0.007143	0.007143	0.007143											invertivore		genus							
Grallaria ruficapilla	bird	7	2			2	3.00	3.12	-4.3	-7.4	-78.8	-79.0	15.45	15.45	895.0	895.0	0.004707	0.004357	0.005401	0.005401	0.008591		0.016055	LC	82.6733330645378	2	species					invertivore		species							
Grallaria rufula	bird	1	1			1			-4.3	-4.3	-79.0	-79.0					0.001105	0.001105	0.001105	0.001105	0.001105		0.004167	LC	35.7	1	species					invertivore		species							
Grallaria squamigera	bird	1	1			1			-4.3	-4.3	-79.0	-79.0					0.001105	0.001105	0.001105	0.001105	0.001105		0.004167	LC	136	1	species					invertivore		species							
Grallaricula cucullata	bird	6	1			1			4.7	4.7	-75.6	-75.6	16.800	16.800	2630.0	2630.0	0.100000	0.100000	0.100000	0.100000	0.100000		0.075000	VU								invertivore		species							
Grallaricula ferrugineipectus	bird	1	1			1			10.5	10.5	-66.9	-66.9	23	23	750.0	750.0	0.007519	0.007519	0.007519	0.007519	0.007519		0.012500	LC	17.2	1	species					invertivore		species							
Grallaricula loricata	bird	9	1			1			10.4	10.4	-67.7	-67.7	15.500	15.500	1700.0	1700.0	0.024324	0.024324	0.024324	0.024324	0.024324		0.060000	NT	20.7	1	species					invertivore		genus							
Grallaricula nana	bird	1	1			1			-4.3	-4.3	-79.0	-79.0					0.001105	0.001105	0.001105	0.001105	0.001105		0.004167	LC	19.8	1	species					invertivore		species							
Guiraca caerulea	bird	8	3	3	0.0000	2	4.11	4.44	17.2	13.7	-85.8	-88.7	24.400	25.75	2274.0	2500.0	0.009206	0.007592	0.008403	0.013967	0.019531	0.000000										nectarivore		species							
Gymnocichla nudiceps	bird	5	2	6	0.0000	2	3.57	4.20	16.5	13.7	-85.8	-89.1	24.400	26.25	2274.0	3035.0	0.009091	0.009562	0.009714	0.009714	0.011429	0.000210		LC	30.5	1	species					invertivore		species							
Gymnoderus foetidus	bird	2	1			1			-14.1	-14.1	-60.9	-60.9	25.500	25.500	1450.0	1450.0	0.003125	0.003125	0.003125	0.003125	0.003125			LC	345	1	species														
Gymnomystax mexicanus	bird	2	2			1		0	10.2	10.2	-67.5	-67.5	15.500	15.500	1700.0	1700.0	0.006390	0.006399	0.006409	0.006409	0.006757		0.010417	LC																	
Gymnophithys leucaspis	bird	49	1	1	0.0000	1			-0.6	-0.6	-71.0	-71.0	24.000	24.000	3500.0	3500.0	0.056064	0.056064	0.056064	0.056064	0.056064	0.054920																			
Gymnopithys leucaspis	bird	251	12	33	0.2424	6	13.95	32.79	13.7	-2.6	-62.1	-85.8	24.400	27.000	2274.0	4260.0	0.051245	0.044097	0.056494	0.072108	0.115108	0.017858	0.062500	LC	27.2062492821043	2	species					invertivore		species							
Gymnopithys lunulatus	bird	11	1			1			-8.5	-8.5	-74.7	-74.7	25.700	25.700	2400.0	2400.0	0.069182	0.069182	0.069182	0.069182	0.069182		0.067901	LC								invertivore		genus							
Gymnopithys rufigula	bird	189	3			3	8.98	17.54	7.8	-2.4	-52.6	-61.1	26.000	26.700	1631.0	2500.0	0.055150	0.029017	0.056897	0.066665	0.076433		0.030637	LC	29.1	1	species					invertivore		species							
Gymnopithys salvini	bird	5	1			1			-9.8	-9.8	-67.7	-67.7	26.000	26.000	1875.0	1875.0	0.049020	0.049020	0.049020	0.049020	0.049020		0.062500	LC	25.9	1	species					invertivore		genus							
Habia fuscicauda	bird	125	9	30	0.2333	4	7.04	15.80	18.5	9.0	-79.6	-92.1	24.400	27.000	1500.0	2600.0	0.045175	0.040150	0.035714	0.153846	0.247706	0.009671	0.105747	LC	39.1586516621806	2	species					invertivore	frugivore	species							
Habia gutturalis	bird	12	1			1			17.1	17.1	-95.1	-95.1	28.4	28.4	1050.0	1050.0	0.127660	0.127660	0.127660	0.127660	0.127660		0.200000	NT								invertivore	frugivore	genus							
Habia rubica	bird	116	22	89	0.2022	16	26.94	91.41	18.5	-23.7	-43.0	-95.1	18.000	28.4	1050.0	3100.0	0.011601	0.011098	0.010963	0.022067	0.061728	0.002819	0.012627	LC	34	1	species					invertivore	frugivore	species							
Haplophaedia aureliae	bird	4	1			1			4.7	4.7	-75.6	-75.6	16.800	16.800	2630.0	2630.0	0.053333	0.053333	0.053333	0.053333	0.053333		0.050000	LC	5.2	1	species					nectarivore	invertivore	species							
Haplospiza rustica	bird	7	1			1			-4.3	-4.3	-79.0	-79.0					0.007735	0.007735	0.007735	0.007735	0.007735		0.029167	LC	15.6	1	species					granivore		genus							
Haplospiza unicolor	bird	23	4	1	1.0000	2	1.84	2.53	-23.2	-23.7	-44.2	-46.9	18.000	23.000	1400.0	1700.0	0.012714	0.008901	0.010560	0.016304	0.018456	0.018456	0.021968	LC	15.9	1	species					granivore		species							
Heliactin bilophus	bird	1	1			1			-15.6	-15.6	-47.6	-47.6	20.7	20.7	1552.0	1552.0	0.001266	0.001266	0.001266	0.001266	0.001266			LC																	
Heliangelus exortis	bird	54	2			1		0.00	5.0	5.0	-75.4	-75.4	13.000	13.000	2500.0	2500.0	0.187500	0.104442	0.150586	0.150586	0.259067		0.094737	LC	4.8	1	species					nectarivore	invertivore	species							
Heliangelus micraster	bird	5	1			1			-4.3	-4.3	-79.0	-79.0					0.005525	0.005525	0.005525	0.005525	0.005525		0.020833	LC								nectarivore	invertivore	genus							
Heliangelus viola	bird	30	2			2	3.00	3.12	-4.3	-7.4	-78.8	-79.0	15.45	15.45	895.0	895.0	0.020175	0.020484	0.021787	0.021787	0.029210		0.068807	LC	5.4	1	species					nectarivore	invertivore	genus							
Heliodoxa aurescens	bird	3	2			1		0.00	-2.6	-2.6	-64.7	-64.7			2500.0	2500.0	0.007407	0.007107	0.008144	0.008144	0.012121		0.037500	LC	6.4	1	species					nectarivore		species							
Heliodoxa gularis	bird	5	1			1			-4.3	-4.3	-79.0	-79.0					0.005525	0.005525	0.005525	0.005525	0.005525		0.020833	VU	6.3	1	species					nectarivore	invertivore	genus							
Heliodoxa leadbeateri	bird	4	1			1			10.4	10.4	-67.7	-67.7	15.500	15.500	1700.0	1700.0	0.010811	0.010811	0.010811	0.010811	0.010811		0.026667	LC	7.4	1	species					nectarivore	invertivore	species							
Heliodoxa rubinoides	bird	3	1			1			4.7	4.7	-75.6	-75.6	16.800	16.800	2630.0	2630.0	0.050000	0.050000	0.050000	0.050000	0.050000		0.037500	LC	8	1	species					nectarivore	invertivore	genus							
Heliodoxa schreibersii	bird	1	1			1			-4.3	-4.3	-79.0	-79.0					0.001105	0.001105	0.001105	0.001105	0.001105		0.004167	LC	9.9	1	species					nectarivore	invertivore	genus							
Heliomaster longirostris	bird	6	3	7	0.0000	2	6.33	7.88	13.7	9.3	-79.1	-85.8	24.400	24.400	2274.0	2274.0	0.006682	0.006201	0.007937	0.009828	0.011719	0.000000	0.060606	LC	6.6	1	species					nectarivore		species							
Heliothryx aurita	bird	4	3	1	0.0000	2	11.66	12.70	7.8	-3.4	-54.9	-61.1	25.05	26.000	1631.0	1920.0	0.000859	0.000879	0.000819	0.000930	0.001042	0.000000	0.000651									nectarivore		species							
Heliothyrax aurita	bird	2	1			1			-0.9	-0.9	-52.6	-52.6	26.000	26.000	2115.0	2115.0	0.005618	0.005618	0.005618	0.005618	0.005618		0.006944																		
Hellmayrea gularis	bird	9	1			1			-4.3	-4.3	-79.0	-79.0					0.009945	0.009945	0.009945	0.009945	0.009945		0.037500	LC	12.4	1	species														
Helmitheros vermivorum	bird	55	11	23	0.3478	8	5.59	20.63	20.4	10.3	-84.8	-94.9	18.500	27.000	1500.0	3500.0	0.005704	0.007422	0.006993	0.010881	0.087379	0.004583	0.025130	LC	13.2	1	species					invertivore		species							
Helmitherus vermivorus	bird	1	1			1			14.3	14.3	-90.8	-90.8	25.000	25.000	2000.0	2000.0	0.003876	0.003876	0.003876	0.003876	0.003876																				
Hemispingus atropileus	bird	3	1			1			-4.3	-4.3	-79.0	-79.0					0.003315	0.003315	0.003315	0.003315	0.003315		0.012500	LC	22	1	species					invertivore		species							
Hemispingus frontalis	bird	24	4	2	1.0000	3	7.33	9.68	10.4	4.7	-67.7	-75.6	13.000	16.800	1700.0	2630.0	0.033426	0.033748	0.045725	0.082895	0.115789	0.065972	0.030000	LC	17	1	species					frugivore	invertivore	species							
Hemispingus melanotis	bird	31	1			1			-7.4	-7.4	-78.8	-78.8	15.45	15.45	895.0	895.0	0.053265	0.053265	0.053265	0.053265	0.053265		0.158163	LC	16	1	species					invertivore		species							
Hemispingus verticalis	bird	7	2	3	0.0000	2	9.43	10.33	4.6	-4.3	-73.7	-79.0	13.6	13.6	1861.0	1861.0	0.006724	0.009874	0.013239	0.013239	0.022059	0.003554	0.016667	LC	14	1	species					invertivore	frugivore	genus							
Hemithraupis guira	bird	11	3	3	0.3333	3	10.69	15.15	-14.1	-17.0	-45.9	-60.9	20.7	25.500	1442.0	1552.0	0.005286	0.003996	0.003797	0.007275	0.010753	0.002796		LC	12	1	species					invertivore		species							
Hemitriccus diops	bird	13	1			1			-23.7	-23.7	-46.9	-46.9	19.3	19.3	1661.0	1661.0	0.020440	0.020440	0.020440	0.020440	0.020440		0.036313	LC	10	1	species					invertivore		species							
Hemitriccus flammulatus	bird	9	3	1	0.0000	2	1.00	0.57	-9.8	-10.0	-67.6	-67.9	26.000	26.100	1875.0	1951.0	0.005992	0.010449	0.012821	0.016214	0.019608	0.003782	0.001581	LC	10	1	species					invertivore		species							
